order_id,product_id,customer_id,order_date,quantity,unit_price
57,4,13,07-06-2024,8,47.58
58,7,55,02-09-2023,7,91.27
59,7,12,11-12-2023,8,82.62
60,16,25,14-03-2023,8,97.22
61,11,86,26-11-2024,2,16.46
62,16,14,15-01-2023,3,54.23
63,2,58,10-10-2023,4,55.24
64,3,56,12-08-2023,1,19.06
65,2,60,03-07-2024,6,46.05
66,17,62,18-10-2024,3,66.61
67,7,74,05-07-2024,7,18.51
68,20,26,05-06-2023,8,77.98
69,15,89,15-11-2023,9,69.37
70,1,49,20-04-2024,10,85.42
71,19,53,22-06-2024,5,87.08
72,19,17,23-03-2023,2,91.57
73,5,16,28-01-2024,4,52.91
74,10,15,02-09-2023,1,81.48
75,16,54,29-12-2023,10,11.34
76,7,2,30-03-2023,10,54.12
77,12,38,28-09-2023,9,19.31
78,10,74,09-09-2024,6,57.08
79,13,81,05-03-2024,2,28.58
80,6,42,28-07-2024,6,55.62
81,9,20,24-07-2024,9,57.04
82,18,74,17-05-2024,8,14.21
83,1,24,10-01-2024,5,26.09
84,10,16,09-02-2023,10,67.78
85,18,73,11-11-2023,3,94.82
86,18,6,09-10-2023,6,11.48
87,19,44,19-04-2023,5,84.06
88,9,69,09-09-2023,2,9.79
89,3,23,10-08-2023,4,50.82
90,5,22,10-06-2023,6,61.35
91,4,5,01-05-2023,8,77.27
92,5,14,06-06-2024,2,69.74
93,5,99,19-11-2024,8,22.74
94,3,17,29-06-2024,8,98.08
95,7,97,29-05-2024,4,15.06
96,15,65,28-10-2023,9,26.43
97,19,31,21-02-2024,5,5.63
98,10,51,09-12-2024,9,70.35
99,10,85,30-12-2023,4,7.79
100,5,61,10-04-2024,4,24.44
101,13,94,22-09-2024,5,88.31
102,12,75,07-07-2023,2,57.8
103,6,37,25-12-2023,3,39.71
104,5,74,22-10-2023,6,39.09
105,3,80,06-04-2024,9,57.27
106,19,98,25-03-2023,9,72.06
107,18,2,16-02-2023,6,61.2
108,2,73,05-07-2023,7,7.92
109,12,68,21-11-2024,1,26.62
110,9,12,11-06-2023,3,28.42
111,2,18,14-02-2023,10,7.05
112,8,83,19-06-2023,1,26.09
113,5,65,15-09-2023,9,36.63
114,3,93,03-05-2024,9,27.19
115,13,13,06-03-2023,10,38.77
116,12,31,22-03-2024,4,24.41
117,2,37,25-12-2023,10,81.39
118,9,42,13-11-2023,5,75.3
119,20,83,12-02-2024,1,96.29
120,13,43,31-07-2023,2,74.06
121,5,62,21-10-2023,3,85.77
122,13,97,24-09-2023,7,67.97
123,12,6,16-11-2024,9,98.1
124,1,1,09-08-2024,6,97.82
125,2,78,21-06-2024,4,44.43
126,10,16,03-11-2023,3,57.29
127,4,66,16-07-2024,7,59.82
128,9,66,27-06-2023,9,50.64
129,18,93,03-12-2023,6,72.66
130,9,74,28-05-2024,3,6.91
131,13,74,15-02-2024,7,80.76
132,8,92,01-10-2024,10,13.38
133,1,61,12-02-2024,10,14.06
134,13,2,08-08-2024,3,79.21
135,5,76,22-09-2024,10,87.5
136,11,93,29-05-2024,5,9.7
137,1,2,05-10-2024,3,71.66
138,13,22,24-11-2024,4,77.9
139,10,49,13-05-2024,4,30.98
140,2,50,24-10-2023,10,30.97
141,2,55,04-02-2024,5,89.57
142,2,15,12-10-2024,6,74.08
143,20,88,05-03-2024,2,85.74
144,13,44,26-12-2023,6,34.0
145,5,30,21-08-2023,1,83.26
146,6,36,07-06-2023,9,8.81
147,10,30,05-08-2023,1,90.41
148,16,49,29-06-2024,10,9.32
149,3,29,25-04-2023,10,54.17
150,10,2,27-06-2023,1,34.95
151,8,71,17-04-2024,9,60.37
152,2,77,08-09-2023,1,93.59
153,1,55,03-10-2024,10,5.42
154,3,52,18-11-2024,9,31.17
155,10,2,22-09-2023,10,69.77
156,16,75,22-11-2023,7,26.18
157,16,73,15-01-2024,5,96.42
158,3,51,09-08-2023,6,40.35
159,18,28,12-06-2024,9,79.03
160,5,39,20-01-2023,4,97.9
161,14,39,08-01-2024,9,40.11
162,11,84,13-01-2024,2,16.67
163,2,67,08-01-2024,9,31.39
164,10,89,26-05-2023,2,70.73
165,3,19,18-01-2023,5,8.24
166,16,61,18-04-2023,3,61.22
167,10,82,27-07-2024,10,59.08
168,12,41,16-02-2024,6,48.71
169,9,31,19-05-2024,1,60.18
170,13,67,09-03-2023,2,55.4
171,14,29,07-03-2024,9,89.51
172,20,86,28-02-2024,1,62.47
173,1,15,01-02-2023,5,99.36
174,17,21,28-01-2023,2,66.65
175,20,11,17-12-2023,4,98.67
176,18,29,26-02-2024,10,86.21
177,10,80,03-05-2024,1,37.9
178,18,76,22-10-2023,9,97.6
179,1,17,26-05-2023,9,36.52
180,15,15,15-02-2023,7,95.97
181,11,60,02-04-2024,4,56.7
182,7,70,10-06-2024,10,95.35
183,4,65,20-11-2023,4,20.85
184,10,86,09-10-2024,7,44.18
185,13,50,30-08-2023,6,86.22
186,8,82,19-02-2023,8,47.85
187,7,8,30-11-2023,2,7.23
188,1,10,04-04-2023,5,12.27
189,8,62,15-03-2024,8,72.32
190,12,7,30-11-2023,2,95.98
191,19,78,25-01-2023,3,40.52
192,1,92,07-09-2024,6,51.38
193,16,89,20-07-2023,3,97.4
194,15,14,17-03-2024,5,66.4
195,9,15,15-09-2024,4,17.71
196,1,73,19-07-2024,5,30.42
197,4,54,24-04-2023,5,92.95
198,8,86,20-12-2024,9,83.06
199,6,76,31-05-2024,3,88.71
200,14,34,18-05-2024,3,25.78
201,14,69,04-03-2023,9,93.88
202,12,13,13-07-2024,5,64.63
203,6,50,20-08-2023,3,30.26
204,19,9,29-04-2024,6,84.41
205,2,56,28-06-2023,9,24.24
206,20,4,01-03-2024,9,74.04
207,12,48,05-07-2024,5,40.69
208,9,74,19-03-2024,6,97.06
209,18,52,15-04-2024,4,8.56
210,11,96,31-01-2024,8,68.16
211,6,89,12-03-2023,6,31.21
212,1,63,14-06-2023,5,22.67
213,16,64,11-12-2024,1,89.91
214,6,27,09-10-2024,4,5.29
215,3,89,19-02-2024,4,13.38
216,15,61,24-12-2024,9,28.25
217,13,95,30-10-2024,6,6.53
218,6,1,22-03-2023,1,82.23
219,4,96,20-02-2023,8,60.08
220,15,82,20-08-2023,6,55.89
221,16,45,12-11-2024,5,89.14
222,13,87,27-03-2023,7,16.94
223,4,78,29-07-2023,9,99.85
224,13,84,25-05-2024,7,61.18
225,17,45,03-02-2024,2,40.2
226,3,90,28-06-2024,6,66.43
227,20,12,07-11-2024,3,71.52
228,2,8,18-12-2024,6,36.83
229,18,7,09-04-2024,7,83.52
230,10,4,10-05-2024,2,5.73
231,2,37,22-03-2024,10,13.66
232,8,50,20-08-2024,3,95.05
233,5,14,24-02-2023,4,29.05
234,4,27,15-02-2023,8,56.68
235,19,92,06-04-2023,5,16.32
236,1,3,02-08-2023,9,54.75
237,6,56,03-01-2023,10,71.75
238,11,71,23-03-2023,8,76.25
239,3,46,18-06-2024,3,76.22
240,16,3,17-02-2023,3,97.51
241,2,19,04-06-2024,6,35.14
242,18,18,20-04-2024,5,75.65
243,11,17,03-01-2023,6,28.44
244,20,47,03-10-2024,1,97.67
245,4,28,10-01-2024,8,93.23
246,19,24,04-06-2023,4,54.17
247,1,81,25-04-2023,2,6.61
248,3,52,30-11-2024,6,33.19
249,15,69,28-06-2024,8,45.51
250,6,33,21-06-2024,2,89.57
251,12,36,17-02-2024,7,45.45
252,20,85,14-04-2024,9,42.09
253,9,38,30-12-2023,3,76.59
254,3,2,09-12-2023,7,75.73
255,16,85,11-12-2024,1,49.01
256,4,58,18-11-2024,4,13.69
257,18,53,19-02-2023,8,72.47
258,11,45,03-11-2024,6,27.41
259,6,39,04-05-2023,2,62.76
260,9,22,11-03-2024,1,76.19
261,8,99,21-05-2023,2,73.47
262,20,14,02-08-2024,5,10.63
263,20,36,05-01-2023,10,47.04
264,15,75,22-05-2024,5,39.34
265,14,72,14-12-2023,4,83.3
266,6,68,19-10-2024,7,91.63
267,14,7,25-12-2023,3,61.33
268,6,13,24-07-2024,8,61.07
269,19,6,27-10-2024,10,69.08
270,2,68,14-02-2023,2,64.26
271,7,64,09-08-2023,10,31.09
272,12,14,17-10-2023,9,29.6
273,17,31,17-11-2024,5,29.66
274,9,14,22-12-2024,10,86.34
275,7,18,18-06-2024,3,81.56
276,14,46,30-06-2024,10,92.41
277,19,56,21-08-2024,10,74.26
278,7,10,14-02-2024,5,43.77
279,6,24,10-10-2023,1,62.11
280,4,88,10-01-2023,9,30.22
281,18,33,26-09-2024,7,53.71
282,19,39,01-11-2023,5,58.46
283,7,25,23-10-2023,4,38.67
284,2,81,28-05-2023,6,79.02
285,7,18,20-06-2023,3,36.67
286,1,21,20-08-2024,1,81.62
287,12,99,15-08-2024,10,77.31
288,1,63,15-06-2024,6,47.37
289,13,30,18-07-2024,4,20.66
290,4,71,30-03-2024,6,6.03
291,15,1,27-03-2023,7,17.24
292,17,13,24-11-2024,3,94.89
293,11,54,27-04-2024,7,33.92
294,20,69,23-11-2024,2,50.65
295,7,43,15-05-2023,2,35.32
296,3,2,12-06-2023,4,54.82
297,13,4,25-02-2023,3,49.1
298,1,12,30-03-2023,8,43.87
299,12,36,27-12-2023,3,48.91
300,7,83,20-10-2024,10,36.82
301,16,61,04-03-2023,2,95.51
302,4,86,02-01-2023,1,21.26
303,2,26,08-11-2024,10,46.61
304,7,94,27-10-2024,4,33.38
305,9,14,28-09-2023,7,82.71
306,7,58,07-12-2024,3,35.18
307,9,76,20-07-2023,6,51.19
308,11,85,06-06-2024,5,70.31
309,19,41,14-03-2023,9,58.86
310,16,59,09-01-2024,4,72.25
311,4,51,16-02-2023,4,89.11
312,20,86,13-12-2023,7,79.36
313,18,47,07-05-2023,5,24.66
314,11,98,21-05-2023,8,9.34
315,8,93,07-09-2024,6,34.74
316,6,35,19-08-2024,1,21.65
317,10,23,02-04-2023,10,70.71
318,11,52,07-08-2023,2,43.52
319,10,20,20-08-2024,4,85.37
320,14,54,25-04-2023,4,31.51
321,4,45,11-03-2023,4,15.56
322,5,37,01-06-2024,4,85.43
323,2,37,14-03-2024,1,32.06
324,12,38,08-03-2023,7,49.48
325,16,99,11-05-2023,1,45.74
326,4,22,06-12-2023,10,87.07
327,9,33,20-06-2024,2,65.06
328,14,44,22-12-2024,9,16.7
329,10,66,24-03-2023,7,99.06
330,4,38,15-01-2023,2,88.09
331,16,13,03-09-2024,2,33.53
332,14,27,23-11-2023,7,95.12
333,3,37,19-07-2023,10,60.0
334,2,25,16-11-2023,2,38.26
335,18,59,08-01-2024,6,60.39
336,8,23,29-06-2024,3,66.23
337,4,16,08-01-2023,10,29.0
338,14,67,07-12-2023,8,68.39
339,19,3,20-06-2024,9,75.11
340,16,71,19-01-2023,6,92.73
341,8,68,20-01-2023,3,60.1
342,11,29,29-04-2024,6,64.81
343,20,43,06-06-2023,4,46.94
344,19,47,29-05-2023,3,87.79
345,5,38,25-08-2024,6,35.17
346,18,35,04-06-2023,2,86.46
347,15,86,25-04-2024,10,18.96
348,12,40,10-03-2024,2,23.82
349,15,39,23-07-2024,7,9.74
350,12,75,23-12-2023,6,83.2
351,12,80,20-07-2024,5,83.78
352,17,61,22-09-2024,5,54.52
353,19,73,20-03-2023,3,10.63
354,17,100,20-01-2024,6,88.92
355,16,90,06-12-2023,6,30.63
356,12,54,11-01-2023,1,78.24
357,18,86,12-04-2023,2,18.32
358,3,74,10-01-2023,8,67.27
359,15,84,17-01-2024,1,54.08
360,20,33,18-08-2024,4,85.49
361,4,39,24-07-2024,7,12.65
362,19,59,28-08-2024,7,28.96
363,4,82,10-09-2023,5,42.19
364,1,42,26-11-2024,3,39.28
365,3,43,08-11-2023,3,16.93
366,17,38,09-02-2024,6,46.6
367,15,98,03-01-2024,3,29.45
368,20,32,18-06-2023,7,11.34
369,13,31,05-04-2023,2,92.91
370,16,23,06-12-2024,4,33.18
371,4,15,06-02-2024,6,85.24
372,20,1,09-12-2024,4,72.89
373,2,16,29-02-2024,3,77.36
374,13,21,04-12-2024,4,30.54
375,8,15,09-05-2023,9,76.11
376,13,50,07-11-2023,1,66.05
377,1,21,10-06-2024,4,44.02
378,5,28,26-05-2024,5,93.88
379,13,87,26-01-2024,8,75.02
380,20,81,09-02-2023,2,81.51
381,18,59,13-04-2024,2,20.27
382,14,72,25-04-2023,5,44.22
383,1,46,19-04-2023,3,53.58
384,3,9,25-11-2023,4,20.25
385,14,29,21-08-2024,2,5.79
386,7,16,16-11-2024,5,87.11
387,16,92,11-12-2023,2,87.31
388,5,28,01-01-2023,7,72.34
389,12,21,12-01-2024,8,95.23
390,5,38,09-08-2024,9,77.19
391,10,99,02-01-2023,1,75.88
392,11,41,12-03-2023,5,92.47
393,4,29,15-06-2024,2,51.74
394,10,68,01-05-2024,3,72.86
395,19,72,06-12-2023,8,56.42
396,10,59,20-09-2024,9,12.48
397,7,69,28-12-2023,8,46.26
398,9,13,31-05-2024,4,51.58
399,13,4,14-09-2023,4,70.41
400,15,60,27-09-2024,5,49.66
401,17,26,03-06-2023,8,99.45
402,10,98,16-11-2023,6,99.93
403,8,96,02-08-2023,4,66.25
404,5,69,08-10-2024,4,17.12
405,20,6,01-02-2023,6,16.55
406,10,67,15-02-2023,6,43.26
407,6,73,11-02-2023,2,63.79
408,12,37,02-05-2023,2,21.96
409,16,35,22-08-2023,9,38.62
410,1,78,12-02-2023,3,81.8
411,14,15,21-05-2023,7,87.17
412,20,36,24-08-2024,6,73.96
413,5,41,15-09-2023,4,33.26
414,12,21,03-03-2023,10,8.29
415,14,47,27-09-2023,8,63.76
416,1,87,28-05-2023,6,26.38
417,1,53,03-10-2023,8,73.54
418,19,76,02-12-2024,4,34.01
419,5,46,18-11-2023,7,51.3
420,2,30,19-12-2023,4,80.91
421,20,10,10-01-2023,3,14.79
422,19,48,28-04-2024,2,81.89
423,12,59,01-03-2023,5,9.93
424,15,17,12-12-2023,8,17.43
425,19,53,24-06-2023,8,38.51
426,2,28,01-02-2024,10,77.06
427,14,22,21-07-2024,5,41.41
428,11,43,13-02-2024,4,42.37
429,19,86,08-12-2024,8,98.45
430,17,74,01-08-2024,4,13.09
431,17,80,09-01-2024,2,40.85
432,8,96,20-07-2023,6,58.42
433,10,87,17-11-2024,9,23.5
434,16,3,04-02-2023,9,77.93
435,9,31,13-06-2023,8,62.95
436,20,90,27-04-2024,7,66.89
437,20,32,28-09-2023,7,65.88
438,6,93,20-04-2024,10,53.64
439,12,63,29-03-2024,4,8.08
440,16,44,18-02-2023,4,35.03
441,1,89,15-09-2023,1,8.82
442,10,57,26-02-2024,1,86.2
443,4,1,17-01-2023,10,14.21
444,19,15,21-04-2023,9,18.63
445,13,79,27-01-2023,4,68.66
446,9,79,27-09-2024,2,65.25
447,14,10,19-12-2024,9,13.04
448,9,12,15-03-2023,8,35.8
449,15,67,20-03-2024,4,62.3
450,10,3,16-02-2023,8,32.75
451,20,93,12-09-2024,6,99.27
452,13,81,16-10-2023,8,26.19
453,19,48,02-02-2024,9,37.42
454,13,5,27-09-2024,8,8.09
455,16,94,22-05-2023,4,63.96
456,16,53,04-12-2023,7,42.46
457,15,57,27-08-2023,4,56.23
458,15,36,23-02-2023,1,19.9
459,20,44,03-05-2024,1,90.13
460,17,7,17-06-2024,1,39.97
461,16,90,04-07-2024,4,36.0
462,16,10,20-08-2024,1,79.61
463,10,12,16-02-2023,9,73.74
464,13,40,03-07-2023,10,5.4
465,10,11,04-08-2024,6,68.22
466,18,68,14-12-2024,7,6.53
467,12,47,30-08-2024,5,23.39
468,12,99,25-04-2023,7,82.26
469,19,39,15-06-2024,8,78.67
470,2,12,02-09-2023,6,48.3
471,11,32,04-07-2024,2,52.05
472,1,80,25-12-2023,8,76.6
473,10,15,09-05-2023,8,55.38
474,12,51,07-03-2023,9,46.07
475,10,63,12-07-2023,9,24.8
476,15,99,24-06-2023,6,26.2
477,19,62,15-04-2024,2,64.95
478,13,32,22-03-2023,8,22.79
479,14,3,08-08-2024,3,89.06
480,13,30,11-03-2024,4,78.61
481,20,42,20-09-2024,1,18.51
482,18,18,06-06-2024,4,62.07
483,2,92,15-10-2023,7,80.7
484,14,45,30-06-2023,1,13.65
485,13,39,03-02-2024,7,19.84
486,6,4,20-08-2023,6,74.08
487,10,63,26-05-2023,10,25.76
488,14,57,10-10-2023,3,67.92
489,1,40,29-06-2023,5,62.13
490,12,28,04-09-2024,9,30.24
491,17,49,04-06-2023,6,15.59
492,9,48,16-07-2024,1,72.41
493,12,52,28-01-2024,10,52.51
494,9,33,17-03-2024,1,98.09
495,7,25,13-09-2023,2,80.09
496,15,31,01-07-2024,8,10.79
497,18,22,15-05-2024,7,48.58
498,20,89,20-04-2024,2,79.84
499,16,85,11-07-2024,3,24.73
500,16,60,13-10-2023,2,87.15
501,1,96,01-10-2023,3,34.58
502,19,97,20-04-2023,1,19.95
503,5,86,02-08-2023,10,14.03
504,12,54,14-09-2024,6,38.27
505,3,57,03-05-2024,5,13.72
506,10,50,10-12-2024,8,73.68
507,3,68,10-11-2024,3,27.76
508,16,66,26-11-2023,10,82.92
509,17,21,18-09-2023,3,51.98
510,19,95,27-09-2024,10,79.25
511,11,13,01-05-2023,2,84.57
512,15,30,09-05-2024,8,65.06
513,17,33,05-09-2023,10,85.88
514,7,88,21-02-2023,6,20.47
515,6,91,05-05-2024,2,22.52
516,1,21,22-02-2024,10,28.17
517,6,5,13-04-2023,4,40.09
518,8,36,16-03-2023,9,33.52
519,7,73,31-08-2023,10,66.58
520,10,50,05-09-2024,3,97.06
521,1,14,18-05-2024,10,49.56
522,18,23,14-09-2023,4,5.99
523,20,8,09-02-2023,10,75.98
524,2,33,06-08-2024,1,26.37
525,7,85,25-06-2024,9,27.74
526,1,40,11-03-2024,4,99.76
527,18,7,22-12-2024,3,28.88
528,11,83,08-01-2023,8,76.86
529,11,47,15-05-2024,8,14.34
530,16,33,11-09-2023,3,8.64
531,4,32,11-12-2023,3,10.21
532,6,61,05-02-2023,6,57.35
533,14,80,10-04-2024,3,31.29
534,19,82,30-06-2023,8,78.11
535,9,65,10-01-2024,3,81.97
536,6,71,11-09-2024,1,96.88
537,3,64,06-08-2024,5,71.09
538,2,42,29-04-2024,6,74.6
539,10,21,23-12-2024,1,8.57
540,13,75,09-01-2023,1,38.93
541,8,4,09-01-2023,7,80.93
542,9,80,16-07-2024,1,8.68
543,11,4,05-01-2023,10,83.3
544,8,26,02-04-2023,3,39.66
545,12,25,05-01-2023,7,94.21
546,13,91,27-01-2023,8,94.32
547,5,95,01-06-2023,6,14.66
548,11,58,20-04-2024,7,30.05
549,15,57,23-04-2024,1,78.41
550,15,60,04-07-2023,10,25.41
551,8,8,24-08-2023,4,31.44
552,8,54,29-09-2023,7,87.31
553,10,50,04-05-2023,8,66.58
554,12,36,17-09-2024,7,91.97
555,17,92,10-11-2024,4,74.89
556,16,39,17-09-2024,9,38.95
557,10,67,03-02-2023,9,51.9
558,19,18,19-01-2023,3,53.16
559,11,65,15-05-2023,3,47.84
560,12,43,02-09-2023,8,66.97
561,1,44,05-05-2024,5,31.71
562,11,30,02-02-2024,10,60.2
563,15,25,29-07-2024,2,32.18
564,13,46,18-07-2023,8,46.82
565,9,1,11-06-2024,6,11.68
566,13,31,04-06-2023,3,11.41
567,6,60,28-06-2023,1,87.21
568,8,34,06-03-2023,1,35.2
569,5,3,30-03-2023,10,67.4
570,18,70,08-03-2023,3,21.71
571,18,82,19-09-2023,10,96.16
572,13,60,06-08-2024,8,7.47
573,7,22,21-11-2024,1,41.91
574,13,88,06-04-2023,3,52.28
575,4,58,20-03-2024,4,7.55
576,1,76,07-03-2024,1,85.25
577,10,51,04-03-2023,3,54.74
578,17,11,18-01-2024,4,85.5
579,6,65,08-01-2024,1,19.64
580,10,86,05-05-2024,6,13.93
581,3,42,13-12-2024,3,43.86
582,15,96,16-01-2023,9,42.56
583,2,36,06-12-2024,7,80.49
584,18,87,14-09-2024,2,91.15
585,13,85,05-10-2024,4,71.06
586,16,70,22-01-2023,6,71.18
587,4,62,06-09-2024,3,9.32
588,17,78,16-05-2024,1,77.55
589,20,41,14-07-2023,1,84.51
590,9,62,22-04-2024,3,8.12
591,13,24,18-02-2023,3,73.69
592,9,64,09-11-2023,4,51.98
593,10,64,27-09-2024,10,9.3
594,17,15,16-10-2024,7,50.17
595,8,9,11-06-2024,5,15.08
596,1,89,05-08-2023,2,61.9
597,20,17,03-10-2024,10,69.21
598,9,32,02-03-2024,6,27.43
599,18,38,24-09-2024,7,5.49
600,16,84,06-07-2023,5,39.17
601,16,57,18-11-2023,10,41.56
602,5,86,01-03-2023,3,37.12
603,6,98,28-05-2024,5,75.06
604,10,95,06-07-2024,9,15.77
605,11,25,10-05-2023,9,82.96
606,12,77,11-02-2023,8,7.54
607,8,76,17-01-2024,9,72.31
608,2,5,29-11-2024,7,21.42
609,17,24,14-09-2024,2,57.15
610,6,57,01-11-2023,8,57.72
611,5,77,27-02-2024,2,15.45
612,4,40,14-12-2024,3,33.83
613,8,66,11-07-2024,5,42.79
614,7,82,19-03-2024,2,23.27
615,20,6,27-11-2023,6,99.38
616,1,100,31-05-2024,5,93.93
617,15,3,18-09-2024,10,74.16
618,17,30,19-01-2024,6,16.13
619,3,32,09-10-2023,6,75.22
620,1,51,24-08-2023,3,47.08
621,10,32,25-02-2024,2,55.56
622,13,84,21-09-2023,9,96.79
623,19,60,03-09-2023,10,30.82
624,6,80,01-05-2023,4,63.33
625,18,10,24-08-2023,2,42.35
626,11,13,06-10-2023,1,9.13
627,9,28,01-09-2023,6,98.72
628,4,69,17-12-2024,10,51.85
629,14,10,20-11-2024,10,71.57
630,16,10,20-01-2024,4,48.11
631,10,11,23-10-2024,5,82.55
632,18,96,12-03-2024,9,90.16
633,12,7,01-09-2023,4,45.03
634,19,93,09-04-2023,10,30.61
635,7,73,27-04-2023,5,87.42
636,6,13,13-01-2023,6,60.78
637,19,26,08-10-2024,7,68.73
638,15,31,04-05-2024,10,14.03
639,2,84,16-12-2023,9,35.78
640,20,89,09-09-2024,3,48.12
641,11,99,21-05-2024,2,89.64
642,9,89,14-09-2023,2,61.86
643,13,88,21-12-2024,2,39.14
644,14,7,20-03-2024,2,18.18
645,17,50,29-11-2024,8,73.46
646,4,52,26-10-2023,8,74.47
647,17,57,13-05-2023,5,17.18
648,14,76,08-05-2023,7,54.2
649,18,89,06-10-2023,5,85.29
650,13,81,21-08-2023,8,10.52
651,17,88,31-12-2023,2,41.97
652,5,90,15-09-2023,7,42.66
653,18,55,22-08-2023,6,60.16
654,8,82,21-04-2024,10,39.48
655,7,44,20-03-2023,10,8.06
656,19,24,23-12-2024,8,34.27
657,18,81,15-09-2023,1,90.12
658,7,1,28-04-2024,9,93.08
659,18,73,08-06-2024,8,12.75
660,2,59,15-09-2024,1,77.61
661,19,5,23-08-2023,8,54.75
662,4,38,08-03-2023,9,95.46
663,17,1,01-11-2023,7,54.96
664,15,74,26-03-2023,6,72.53
665,11,37,16-08-2024,3,77.45
666,12,94,19-11-2024,4,5.52
667,1,71,25-05-2024,3,67.42
668,18,52,15-09-2024,5,30.19
669,2,29,12-11-2024,5,93.47
670,13,50,23-07-2023,6,5.46
671,10,16,17-11-2023,10,16.29
672,6,70,10-05-2023,9,77.62
673,7,56,22-05-2024,5,48.21
674,19,32,25-03-2024,5,47.06
675,11,87,22-07-2023,9,98.17
676,19,75,17-04-2023,3,16.18
677,15,80,17-12-2023,9,81.31
678,3,81,08-01-2023,1,60.06
679,5,78,15-09-2023,2,26.08
680,3,28,20-12-2023,5,25.68
681,19,74,30-06-2023,5,67.11
682,5,70,18-05-2024,9,56.1
683,3,72,19-02-2023,3,66.53
684,5,34,12-04-2024,9,19.99
685,10,94,08-01-2024,3,45.13
686,4,55,07-11-2024,5,28.97
687,18,96,29-03-2023,1,80.74
688,19,17,18-06-2024,4,32.15
689,4,97,06-01-2024,9,23.47
690,3,36,19-05-2024,8,38.03
691,11,48,26-05-2024,4,9.01
692,3,37,25-05-2024,2,15.7
693,6,41,18-09-2024,7,27.54
694,12,25,17-11-2023,10,30.99
695,4,69,07-11-2023,9,24.9
696,6,47,12-09-2024,10,64.91
697,20,38,17-11-2024,8,68.88
698,3,29,23-02-2023,7,77.45
699,2,23,01-05-2024,3,71.35
700,17,80,09-06-2024,9,68.1
701,10,51,28-04-2023,8,26.55
702,12,81,17-08-2023,3,91.45
703,3,78,21-10-2024,7,53.14
704,1,22,13-02-2024,5,99.34
705,16,67,31-03-2023,3,77.67
706,17,95,14-10-2024,10,44.87
707,10,21,20-07-2024,3,97.09
708,13,59,10-03-2024,8,60.38
709,15,60,29-04-2024,7,63.44
710,19,76,11-02-2024,3,56.31
711,9,62,06-07-2023,7,23.97
712,3,93,11-04-2023,4,43.63
713,1,59,31-07-2024,8,79.9
714,4,19,09-01-2024,9,21.8
715,20,97,19-07-2024,3,62.51
716,13,19,21-05-2023,8,10.03
717,14,76,30-07-2023,9,14.42
718,7,6,24-07-2024,3,16.6
719,7,95,11-11-2023,1,71.4
720,19,46,20-01-2023,4,86.3
721,16,54,06-11-2024,4,35.03
722,13,27,16-04-2024,10,85.35
723,18,33,08-12-2024,3,51.03
724,2,80,02-01-2023,4,49.34
725,2,51,08-02-2023,2,17.76
726,15,79,12-05-2023,2,76.03
727,2,20,10-09-2023,9,44.03
728,19,38,25-10-2023,1,86.86
729,20,15,21-01-2024,2,52.25
730,13,3,23-11-2024,5,8.07
731,2,41,18-10-2023,5,60.13
732,17,49,25-09-2023,10,77.62
733,9,64,11-05-2024,6,44.82
734,12,32,11-10-2024,5,11.29
